img_path,img_label,train_test_split
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_004/17.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_004/21.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_004/25.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_004/30.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_004/34.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_004/38.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/6.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/12.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/18.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/25.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/31.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/37.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/44.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/50.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_006/56.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/6.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/13.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/20.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/27.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/34.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/40.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/47.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/54.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_005/61.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/4.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/9.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/13.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/18.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/23.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/27.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/32.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/36.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_003/41.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/3.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/6.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/9.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/13.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/16.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/19.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/23.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/26.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_016/29.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/16.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/33.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/50.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/66.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/83.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/100.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/116.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/133.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_013/150.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/4.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/9.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/13.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/18.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/22.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/27.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/31.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/36.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_019/40.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/11.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/23.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/35.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/47.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/59.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/71.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/83.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/95.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_014/107.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/12.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/25.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/37.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/50.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/62.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/75.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/87.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/100.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_010/112.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/6.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/13.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/20.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/27.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/34.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/40.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/47.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/54.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_018/61.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/0.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/12.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/24.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/36.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/48.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/60.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/72.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/84.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/96.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_008/108.jpg,dribble,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/0.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/9.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/18.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/27.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/36.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/45.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/54.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/63.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/72.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_017/81.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/0.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/13.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/27.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/41.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/55.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/69.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/83.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/97.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/111.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_012/125.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/0.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/6.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/13.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/20.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/27.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/34.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/41.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/48.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/55.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_011/62.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/0.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/6.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/13.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/19.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/26.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/32.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/39.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/45.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/52.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_015/58.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/0.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/8.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/16.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/24.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/32.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/40.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/48.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/56.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/64.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_009/72.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/0.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/6.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/12.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/18.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/25.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/31.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/37.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/44.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/50.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dribble/dribble_002/56.jpg,dribble,0
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/0.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/2.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/4.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/6.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/8.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/10.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/12.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/14.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/16.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_005/18.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/0.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/3.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/6.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/10.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/13.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/17.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/20.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/23.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/27.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_002/30.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/0.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/2.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/5.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/8.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/10.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/13.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/16.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/18.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/21.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_018/24.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/0.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/3.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/6.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/10.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/13.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/17.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/20.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/23.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/27.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_007/30.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/0.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/5.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/10.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/15.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/20.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/26.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/31.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/36.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/41.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_013/46.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/0.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/2.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/5.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/8.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/10.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/13.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/16.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/18.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/21.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_017/24.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/0.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/6.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/13.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/19.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/26.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/32.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/39.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/45.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/52.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_006/58.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_011/0.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_011/2.jpg,dunk,1
/content/drive/MyDrive/capstone/basketball_extract/rgb/images/dunk/dunk_011/5.jpg,dunk,1
